sample name,836.43,1162.59,1690.77,1706.77,1863.88,2056.94,2072.97,2088.95,2104.99,2689.20,2705.20,
/home/sjh518/Desktop/bioarch/q2e_carli/CP444_A21.txt,0.14,0.00; 0.26,,,,1.00,,,,,,
