sample name,836.43,1105.57,1690.77,1706.77,1863.88,2056.94,2072.97,2088.95,2104.99,2689.20,2705.20,
/home/sjh/tmp/1052a1_65_1_plastic_M19_04132012Kinetics1rr.txt,,0.98,,0.87,,,0.51,,,1.00,0.90,
