sample name,836.43,1105.57,1690.77,1706.77,1863.88,2056.94,2072.97,2088.95,2104.99,2689.20,2705.20,
raw/testdatafiles/1052a1_65_1_plastic_M19_04132012Kinetics1rr.txt,,0.98,,0.87,,,0.51,,,1.00,0.90,
raw/testdatafiles/1052a2_65_1_plastic_A1_04132012Kinetics1rr.txt,,,,,,,0.65,,,1.00,1.00,
raw/testdatafiles/1052a3_65_1_plastic_A16_04132012Kinetics1rr.txt,,1.00,0.91,,,,0.83,1.00,,1.00,1.00,
raw/testdatafiles/1053b1_65_1_plastic_M20_04132012Kinetics1rr.txt,,0.95,,,,,0.89,0.76,,0.89,1.00,
raw/testdatafiles/1053b2_65_1_plastic_A2_04132012Kinetics1rr.txt,,0.88,,0.89,,,1.00,0.91,,1.00,1.00,
raw/testdatafiles/1053b3_65_1_plastic_A17_04132012Kinetics1rr.txt,1.00,0.97,,,,,,,,1.00,1.00,
