6
836.430237,,,,,,1.000,
1105.572998,0.977,,1.000,0.948,0.882,0.970,
1690.770996,,,0.912,,,,
1706.770996,0.874,,,,0.887,,
1863.875244,,,,,,,
2056.941650,,,,,,,
2072.967041,0.512,0.651,0.828,0.889,1.000,,
2088.948242,,,1.000,0.762,0.907,,
2104.993164,,,,,,,
2689.199951,1.000,1.000,1.000,0.894,1.000,1.000,
2705.199951,0.905,0.997,1.000,1.000,1.000,1.000,
